"CODIGO","DESIGNACAO","SIGLA_UC","CURSO"
"MEEC2002","Métodos de Previsão","MP",400
"MEEC1037","Modelos Estocásticos","ME",400
"MEEC1000","Análise de Projectos de Investimento","API",400
"MEEC2001","Arquitectura de Computadores e Programação Paralela","ACPP",400
"EC588","Geotecnia Aplicada a Obras Hidráulicas","GAOH",233
"EC598","Planeamento de Sistemas de Transportes","PST",233
"EC596","Projecto de Redes de Gás","PRG",233
"GEI210","Análise Matemática IV","AM4",433
"CPGES301","Estruturas de Betão Armado","EBA",1400
"EIC3105","Laboratório de Computação Gráfica e Interfaces","LCGI",275
"EIC3101","Sistemas Operativos Clássicos","SOC",275
"EM441","Investigação Operacional","IO",304
"EC629","Informática na Construção","IC",233
"MEPQ2121","Tópicos Avançados de Processos de Separação","TAPS",900
"EMM408","Gestão","GEST",315
"EMI306","Topografia","TOP",318
"EMT405","Microeconomia","ME",312
"EMM106","Análise Matemática","AM",315
"EMM109","Introdução aos Materiais II","IM1",315
"EMM209","Informática IV","INF4",315
"EMM108","Informática II","INF2",315
"EMM504","Seminário","SEM",315
"EMT304","Máquinas Eléctricas","MAQE",312
"EMT307","Instrumentação e Controlo","IC",312
"EMT404","Teoria das Máquinas","TM",312
"EM500","Seminário de Aplicações Informáticas","SAI",304
"EM521","Plasticidade","PLAS",304
"EM560","Seminário de Materiais","SM",304
"EM301","Mecânica das Estruturas","MECE",304
"EM564","Processos Avançados de Fabrico","PAF",304
"EEC209","Circuitos e Sinais II","CS2",255
"EEC421","Sistemas de Automação Industrial II","SAI1",255
"EEC202","Teoria da Electricidade III","TE3",255
"EM570","Complementos de Desenho de Construção Mecânica","CDCM",304
"EEC427","Instrumentação Electrónica II","IE2",255
"EEC501","Sistemas Eléctricos de Energia IV","SE4",255
"EEC512","Seminário/Projecto ACI","S/PACI",255
"EEC446","Radiação e Propagação I","RP1",255
"EEC449","Sistemas Digitais III","SD3",255
"EEC523","Comunicação de Dados","CD",255
"EEC525","Projecto e Teste de Sistemas Digitais","PTSD",255
"EC418","Complementos de Mecânica dos Solos","CMS",233
"EC109","Economia","ECON",233
"EC107","Desenho Assistido por Computador","DAC",233
"EC530","Métodos Numéricos em Análise Estrutural","MNAE",233
"EC415","Tratamento de Aguas e Efluentes","TAE",233
"EC546","Geotecnia Aplicada a Obras Hidráulicas","GAOH",233
"EC535","Seminário de Construções","SC",233
"EC421","Construções Metálicas","CM",233
"EC521","Métodos de Computação em Hidráulica","MCH",233
"EC317","Complementos de Cálculo Numérico","CCN",233
"EEC401","Sistemas Eléctricos de Energia II","SEE2",255
"EEC312","Instrumentação e Medidas II","IM2",255
"EEC309","Teoria dos Sistemas II","TS2",255
"EEC103","Programação e Computadores I","PC1",255
"EEC416","Electrónica Industrial I","EI1",255
"EEC418","Instrumentação Electrónica I","IE1",255
"EMM421","Materiais Polímeros e Compósitos","MPC",315
"EMM416","Quimica Física das Superfícies","QFS",315
"EMM412","Laboratórios III","LAB3",315
"EEC454","Análise de Dados","AD",255
"EMI325","Sondagens e Diagrafias","SD",318
"EMI324","Manutenção Industrial","MIND",318
"EMI414","Geomecânica","GEOM",318
"EMI421","Engenharia de Custos e Avaliação de Projecto","ECAP",318
"EMI319","Prospecção Geofísica","PGEOF",318
"MEEC2055","Sistemas de Distribuição de Gás","SDG",400
"MEEC2053","Produção Eléctrica em Pequena Escala","PEPE",400
"MEEC2046","Sistemas de Computação Paralela","SCP",400
"MEMT110","Materiais para Electrónica","MPE",700
"MEMT106","Propriedades Físicas","PF",700
"MEMT104","Transformações de Fase","TF",700
"MEMI203","Planeamento Assistido por Computador","PAPC",600
"MEMI200","Teoria dos Sistemas Aplicada aos Recursos Minerais","TSARN",600
"EC429","Mecânica dos Solos e das Rochas","MSOLR",233
"EM421","Contabilidade e Gestão Financeira","CGF",304
"EC216","Desenho Complementar","DCOMP",233
"EM418","Controlo Automático II","C.AUT2",304
"EM415","Complementos de Automação","CAUT",304
"EM211","Complementos de Análise Matemática","CAM",304
"EEC468","Controlo de Qualidade","CQ",255
"EQ519","Bioengenharia III","BIO",331
"MEM101","Instrumentação e Métodos Experimentais","IME",100
"MEM125","Engenharia das Superfícies","ES",100
"MEM123","Transferência de Calor II","TCII",100
"MEM119","Mecânica dos Materiais","MECM",100
"MEM116","Transferência de Calor I","TCI",100
"EQ406","Processos de Separação III","PSIII",331
"EQ309","Métodos Instrumentais de Análise","MIA",331
"EQ423","Informática Industrial A-II","INFIA2",331
"EQ514","Bioengenharia B-II","BIOBII",331
"EQ510","Informática Industrial B-I","INFIB1",331
"EQ208","Termodinâmica Química II","TQII",331
"GEI105","Introdução à Economia","IE",433
"EMI313","Inglês Técnico III","IT3",318
"EMT401","Propriedades dos Materiais","PMAT",312
"EMI528","Teoria dos Métodos Geofísicos","TMG",318
"EMI526","Optimização-Estratégias de Exploração","OEE",318
"EM120","Algebra Linear e Geometria Analítica II","ALGA2",304
"EMM100","Algebra Linear e Geometria Analítica","ALGA",315
"EM101","Algebra Linear e Geometria Analítica","ALGA",304
"EM109","Tecnologia Mecânica","TM",304
"EM436","Orgãos de Máquinas e Anteprojecto I","OMA",304
"EEC4142","Electrónica Industrial I","EI1",255
"EC5269","Tratamento de Aguas e Efluentes","TAES2",233
"EEC562","Projecto de Sistemas Digitais","PSD",255
"CPGEA308","Recuperação e Reutilização de Produtos Resíduais","RRPR",1200
"EC422","Tratamento de Aguas e Efluentes","TAE",233
"EMI512","Seminário de Projecto","SPROI",318
"EMG1106","Algebra e Geometria Analítica","AGA",649
"EIC1101","Algebra","ALG",275
"EC102","Algebra","ALG",233
"EMI112","Algebra e Geometria Analítica","AGA",318
"CPGEA204","Disciplina de Opção I","DO1",1200
"CPGEA201","Projecto e Exploração de Aterros Sanitários","XXX",1200
"CPGEA104","Legislação e Administração do Ambiente","LAA",1200
"MEA308","Recuperação e Reutilização de Produtos Resíduais","RRPR",1100
"CPGEA403","Protecção e Contaminação de Aquíferos","PCA",1200
"CPGEA307","Recolha e Tratamento de Resíduos Sólidos e Lamas","RTRSL",1200
"CPGEA302","Gestão e Tratamento de Resíduos Tóxicos e Perigosos","GTRTP",1200
"EM123","Desenho e Métodos Gráficos I","DMG1",304
"CPGES300","Estruturas de Aço e Mistas","EAM",1400
"CPGES302","Aplicações de Engenharia Sísmica","AES",1400
"CPGES203","Técnicas Avançadas de Cálculo Estrutural","TACE",1400
"CPGES100","Métodos de Aproximação em Engenharia","MAE",1400
"MEEC2043","Planeamento e Gestão da Produção","PGP",400
"EM414","Computação e Métodos Numéricos","CMN",304
"MEST201","Análise não Linear de Estruturas","ANLE",500
"CPGGI1210","Análise Documental","ADOC",2015
"CPGGI1107","Análise de Sistemas de Informação","ASI",2015
"EEC5060","Projecto, Seminário ou Trabalho Final do Curso (T)","SEM",255
"EQ500","Anteprojecto(anual)","AP",331
"EMG1001","Inglês Técnico I(anual)","IT1",649
"CPGCE101","Análise Arquitectónica de Edifícios de Habitação","AAEH",1800
"EMM118","Quimica Geral II","QGII",315
"EEC230","Física II","F2",255
"EM615","Projecto de Construções Mecânicas","PCM",304
"EMM324","Técnicas de Caracterização de Materiais","TCM",315
"EEC2201","Algoritmos e Estruturas de Dados","AED",255
"EEC5121","Concepção de Instalações Eléctricas I","CIE1",255
"EIC4105","Laboratório de Sistemas de Gestão de Bases de Dados","LSGBD",275
"EC3106","Organização e Gestão","OG",233
"EC1207","Análise Matemática 2","AM2",233
"EC5215","Pontes","PONT",233
"EC5205","Humidades e Patologias da Construção","HPC",233
"EC5162","Economia dos Transportes","ETRANS",233
"EC5143","Pavimentos 1","PAV1",233
"EC5231","Projecto de Infraestruturas de Saneamento Básico 2","PGISB2",233
"EEC0082","Sistemas de Automação","SAUT",9367
"EEC0083","Sistemas Baseados em Inteligência Computacional","SBIC",9367
"EEC0084","Gestão de Operações","GOPE",9367
"EEC0085","Sistemas de Informação Industriais","SIIN",9367
"EEC0086","Sistemas de Apoio a Decisão","SADE",9367
"EEC0087","Integração Empresarial","IEMP",9367
"EEC0088","Sistemas de Informação Empresariais","SIEM",9367
"EEC0089","Modelos e Processos de Negócios","MPNE",9367
"EEC0090","Sistemas de Qualidade e Fiabilidade","SQFI",9367
"EEC0091","Electrónica de Aquisição e Processamento de Sinal","EAPS",9367
"EEC0092","Controlo de Movimento","CMOV",9367
"EEC0093","Robótica Industrial","RIND",9367
"EEC0094","Sistemas Confiáveis","SCON",9367
"EEC0095","Electrónica de Potência","EPOT",9367
"EEC0096","Electrónica Automóvel","EAUT",9367
"EEC0097","Sistemas de Electrónica","SELE",9367
"EEC0098","Controlo e Conversão de Energia","CCEN",9367
"EEC0099","Sistemas de Instrumentação","SINS",9367
"EEC0100","Sistemas Baseados em Visão","SBVI",9367
"EEC0101","Identificação e Estimação","IEST",9367
"EEC0102","Sistemas Robóticos Autónomos","SRAU",9367
"EEC0103","Modelação, Controlo e Sistemas Híbridos","MCSH",9367
"EEC0104","Redes de Transporte e Distribuição","RTDI",9367
"EEC0105","Regimes Estacionários do SEE","RESEE",9367
"EEC0106","Regimes Transitórios do SEE","RTSEE",9367
"EEC0107","Supervisão e Controlo do SEE","SCSEE",9367
"EEC0108","Centrais e Subestações","CSUB",9367
"EEC0109","Sistemas Electromecânicos","SELM",9367
"EEC0110","Mercados e Qualidade","MQUA",9367
"EEC0111","Projecto de Licenciamento","PLIC",9367
"EEC0112","Decisão, Optimização e Inteligência Computacional","DOIC",9367
"EEC0113","Sistemas de Protecção","SPRO",9367
"EEC0114","Operação do Sistema de Energia","OSEN",9367
"EEC0115","Dinâmica e Estabilidade de Sistemas","DESI",9367
"EEC0116","Fiabilidade e Planeamento","FPLA",9367
"EEC0117","Regulação e Mercados","RMER",9367
"EEC0118","Técnicas para Previsão","TPRE",9367
"EEC0119","Economia dos Mercados","EMER",9367
"EEC0120","Energia Eólica e Solar","EESO",9367
"EEC0121","Produção Dispersa","PDIS",9367
"EEC0122","Gestão da Energia","GENE",9367
"EEC0123","Concepção e Projecto","CPRO",9367
"EEC0124","Luminotecnia e Instalações Industriais","LIIND",9367
"EEC0125","Accionamentos Electromagnéticos","AELM",9367
"EBE0065","Estágio","ESTA",9493
"EBE0066","Projecto de I&D","PRID",9493
"EBE0069","Microbiologia Aplicada","MAPL",9493
"EBE0067","Monografia","MONO",9493
"EBE0068","Bioquímica II","BIO2",9493
"EBE0070","Biologia Molecular","BMOL",9493
"EBE0071","Engenharia de Processos I","EPR1",9493
"EBE0072","Fisiologia Celular Eucariota","FCEU",9493
"EBE0073","Estrutura e Função de Proteínas","EFBR",9493
"EBE0074","Toxicologia Molecular","TMOL",9493
"EBE0075","Neurobiologia","NEUR",9493
"EBE0076","Projecto Integrado","PINT",9493
"EBE0013","Matemática III","MAT3",9493
"EBE0014","Óptica e Electromagnetismo","OELE",9493
"EBE0015","Bioquímica","BIOQ",9493
"EBE0016","Sinais e Electrónica","SELE",9493
"EBE0017","Fisiologia Geral","FGER",9493
"EBE0018","Métodos Numéricos e Estatísticos","MNES",9493
"EBE0019","Microbiologia Geral","MGER",9493
"EBE0020","Biologia do Desenvolvimento","BDES",9493
"EBE0021","Métodos Instrumentais de Análise","MIAN",9493
"EBE0022","Química-Física","QFIS",9493
"EBE0023","Operações de Transferência","OTRA",9493
"EBE0024","Engenharia de Bio-reacção I","EBR1",9493
"EBE0025","Bioquímica Microbiana","BMIC",9493
"EBE0026","Engenharia de Proteínas","EPRO",9493
"EBE0027","Engenharia de Bio-reacção II","EBR2",9493
"EBE0028","Processos de Separação I","PSE1",9493
"EBE0029","Controlo de Processos e Instrumentação","CPIN",9493
"EBE0030","Projecto Integrado em Engenharia Bioquímica I","PIEB1",9493
"EBE0031","Química do Produto","QPRO",9493
"EBE0032","Processos de Separação II","PSE2",9493
"EBE0033","Modelação de Sistemas Biológicos Industriais","MSBI",9493
"EBE0034","Tecnologia Ambiental I","TAM1",9493
"EBE0035","Tecnologia Alimentar I","TAL1",9493
"EBE0036","Tecnologia da Química Final I","TQF1",9493
"EBE0037","Tecnologia Ambiental II","TAM2",9493
"EBE0038","Tecnologia Alimentar II","TAL2",9493
"EBE0039","Tecnologia da Química Final II","TQF2",9493
"EBE0040","Economia e Gestão Industrial","EGIN",9493
"EBE0041","Projecto Integrado em Engenharia Bioquímica II","PIEB2",9493
"EBE0042","Sistemas de Gestão da Qualidade","SGQU",9493
"EBE0043","Seminário de Empreendedorismo e Gestão da Inovação","SEGI",9493
"EBE0044","Engenharia Metabólica","EMET",9493
"EBE0045","Tecnologia de Tecidos Vegetais e Animais","TTVA",9493
"EBE0046","Ante-Projecto de Engenharia","APEN",9493
"EBE0047","Estágio (Projecto Industrial)","EPIN",9493
"EBE0048","Projecto de I&D","PRID",9493
"EBE0049","Imunologia e Infecção","IINF",9493
"EBE0050","Anatomia e Fisiologia Humanas","AFHU",9493
"EBE0051","Mecânica dos Meios Contínuos em Bioengenharia","MMCD",9493
"EBE0052","Processamento de Sinais Fisiológicos","PSFI",9493
"EBE0077","Farmocologia Molecular","FMOL",9493
"EBE0053","Laboratório Integrado em Engenharia Biomédica I","LIEB1",9493
"EBE0054","Interfaces em Sistemas Biológicos","ISBI",9493
"EBE0055","Biomecânica do Corpo Humano","BCHU",9493
"EBE0056","Análise de Imagem Biomédica","AIBI",9493
"EBE0057","Biomateriais em Medicina Reparativa e Regenerativa","BMRR",9493
"EBE0058","Laboratório Integrado de Engenharia Biomédica II","LIEB2",9493
"EBE0059","Terapias Celulares","TCEL",9493
"EBE0060","Engenharia de Reabilitação","EREA",9493
"EBE0061","Engenharia de Sistemas de Informação","ESIN",9493
"EBE0001","Matemática I","MAT1",9493
"EBE0002","Biologia Celular","BCEL",9493
"EBE0003","Fundamentos de Química","FQUI",9493
"EBE0004","Fundamentos de Física/Biofísica","FFBI",9493
"EBE0005","Programação de Computadores","PCOM",9493
"EBE0006","Termodinâmica","TERM",9493
"EBE0007","Matemática II","MAT2",9493
"EBE0008","Física e Química dos Materiais","FQMA",9493
"EI1100","Planeamento e Administração de Redes e Serviços","PARS",2100
"EI1101","Tecnologias de Distribuição e Integração","TDI",2100
"EI1102","Processamento Estruturado de Documentos","PED",2100
"EI1103","Paradigmas de Programação","PP",2100
"EI1104","Engenharia de Requisitos de Sistemas de Software","ERSS",2100
"EI1105","Tecnologias de Bases de Dados","TBD",2100
"EI1106","Armazéns de Dados","AD",2100
"EI1107","Extracção de Conhecimento","EC",2100
"EI1200","Seminários e Iniciação à Investigação","SII",2100
"EI1201","Gestão de Projectos Informáticos","GPI",2100
"EI1202","Segurança em Sistemas Informáticos","SSI",2100
"EI1203","Programação Distribuída e Paralela","PDP",2100
"EI1204","Arquitectura de Sistemas de Software","ASS",2100
"EI1205","Teste e Qualidade de Software","TQS",2100
"EI1206","Multimédia e Novos Serviços","MNS",2100
"EI1207","Realidade Virtual e Aumentada","RVA",2100
"EI1208","Planeamento Estratégico de Sistemas de Informação","PESI",2100
"EI1209","Tecnologias para Negócio Electrónico","TNE",2100
"EI1108","Interacção Pessoa Computador","IPC",2100
"EIC4217","Gestão de Operações","GO",275
"EIC5120","Gestão da Qualidade","GQ",275
"EIC5121","Sistemas Industriais","SIND",275
"EEC4232","Controlo Difuso e Redes Neuronais","CDRN",255
"EIC2108","Métodos Numéricos","MN",275
"EIC2209","Métodos Estatísticos","ME",275
"EIC3110","Laboratório de Aplicações de Software","LAS",275
"EC5117","Fundações e Estruturas de Suporte 1","FESI",233
"EC5284","Projecto de Investigação na Engenharia Civil","",233
"EEAM1317","Seminário","",2065
"MT1101","Economia e Regulação dos Transportes","ERT",2200
"MT1102","Infra-estruturas de Transportes","IET",2200
"MT1103","Gestão de Transportes","GT",2200
"MT1104","Processos de Decisão","PD",2200
"MT1201","Tecnologia, Ambiente e Transportes","TAT",2200
"MT1202","Políticas e Planeamento de Transportes","PPT",2200
"MT1203","Sistemas Inteligentes de Transportes","SIT",2200
"MT1204","Gestão de Informação","GI",2200
"MT2101","Seminário I","S1",2200
"MT2201","SeminárioII","S2",2200
"MT2001","Dissertação","TESE",2200
"MRPE1101","História do Património Edificado","HPE",2400
"MRPE1102","Patologia dos Materiais","PM",2400
"MRPE1103","Patologia da Construção","PC",2400
"MRPE1104","Reabilitação de Estruturas Alvenaria e de Madeira","REAM",2400
"MRPE1105","Projecto","PJ",2400
"MRPE1201","Políticas Urbanas","PU",2400
"MRPE1202","Requalificação dos Espaços Publicos","REP",2400
"MRPE1203","Reabilitação de Edifícios","RE",2400
"MRPE1204","Reabilitação de Estruturas e Fundações","REF",2400
"MRPE1205","Projecto","PJ",2400
"MRPE2001","Dissertação","TESE",2400
"MRSC1104","Segurança em Sistemas e Redes","SSR",2085
"MRSC1204","Tecnologias e Sistemas de Comunicação","TSC",2085
"ERSC1104","Segurança em Sistemas e Redes","",2090
"EMG5206","Complementos de Exploração em Geo-Recursos","CEGR",649
"EQ442","Ciência e Tecnologia dos Materiais","CTM",331
"EC1107","Desenho Técnico","DT",233
"MT1105","Seminário I","SEMI",2200
"EC1109","História da Engenharia Civil","HEC",233
"EC1214","Economia e Gestão","EG",233
"EC2107","Impactes Ambientais e Sociais","IAS",233
"EC2108","Física","FIS",233
"EC3107","Hidrologia e Recursos Hídricos","HRH",233
"EC3108","Planeamento do Território","PT",233
"EC4107","Hidráulica Urbana e Ambiental","HUA",233
"EC4108","Ambiente Urbano e Transportes","AUT",233
"EC4109","Gestão de Obras e Segurança","GOS",233
"EC5170","Dinâmica de Estruturas e Engenharia Sísmica","DEES",233
"EC5171","Análise Avançada de Estruturas","AAEST",233
"EC5172","Seminário de Estruturas","SE",233
"EC5173","Fundações e Estruturas de Suporte","FES",233
"EC5176","Estruturas de Suporte de Terras","ESTER",233
"EC5174","Projecto em Estruturas","PE",233
"EC5175","Seminário de Geotecnia","SG",233
"EC5177","Obras Subterrâneas","OS",233
"EC5178","Projecto em Geotecnia","PG",233
"EC5179","Direcção de Obras","DO",233
"MMCCE1213","Geomática e Aplicações","",2025
"EEC1000","Estágio / Projecto","EP",9367
"EC5180","Seminário de Construções Civis","SCC",233
"MMCCE1214","Visualização Científica","",2025
"EC5181","Patologia e Reabilitação de Edifícios","PRE",233
"MMCCE1215","Programação Orientada por Objectos e Interfaces Gráficas","",2025
"EC5182","Projecto em Construções Civis","PCC",233
"MMCCE1216","Aplicações do Método de Monte Carlo em Ciência dos Materiais","",2025
"EC5183","Seminário de Planeamento","SP",233
"EC5184","Projecto em Planeamento","PP",233
"EC5185","Seminário de Vias de Comunicação","SVC",233
"EC5186","Projecto em Vias de Comunicação","PVC",233
"MMCCE1217","Dinâmica Não Linear e Caos: Teoria, Métodos Comput. e Aplicações","",2025
"EC5187","Trabalhos Marítimos 1","TM1",233
"MMCCE1218","Verificação e Validação em Ciências Computacionais e Engenharia","",2025
"EC5188","Aproveitamentos Hidráulicos e Obras Fluviais 1","AHOF1",233
"EC5189","Seminário de Hidráulica","SH",233
"MMCCE1219","Métodos Computacionais em Plasticidade e Mecânica do Dano","",2025
"EC5190","Trabalhos Marítimos 2","TM2",233
"EC5191","Aproveitamentos Hidráulicos e Obras Fluviais 2","AHOF2",233
"EC5192","Projecto em Hidráulica","PH",233
"EC5193","Avaliação e Revisão de Projectos","ARP",233
"EC5194","Geotecnia em Obras Especiais","GOE",233
"EC5195","Métodos Quantitativos em Engenharia","MQE",233
"EC5196","Tecnologias de Construção em Alvenaria","TCA",233
"EC5197","Estruturas de Edifícios","EE",233
"EC5198","Metodologias de Apoio à Decisão","MAD",233
"EC5199","Construção com Novos Materiais","CNM",233
"EC5285","Edifícios Altos","EA",233
"EC5286","Hidráulica e Engenharia Fluvial","HEF",233
"EC5287","Hidrogeologia","HGE",233
"EC5288","Instrumentação e Observação de Estruturas","IOE",233
"EC5289","Planeamento da Habitação","PHAB",233
"EC5290","Tecnologias de Sistemas Construtivos","TSC",233
"EC5291","Materiais de Controlo Ambiental","MCA",233
"EC5292","Pré-Fabricação","PF",233
"EC5293","Seminário de Materiais e Processos de Construção","SMPC",233
"EC5294","Construções em Madeira","CMAD",233
"EC5295","Instrumentação e Observação de Obras","IOO",233
"EC5296","Projecto em Materiais e Processos de Construção","PMPC",233
"MDI1106","Métodos de Desenvolvimento de Produto","",2080
"MDI1107","Materiais e Tecnologias de Produção","",2080
"MDI1205","Gestão da Inovação","",2080
"MDI1206","Design e Comunicação","",2080
"MDI1207","Modelos e Protótipos","",2080
"MDI1208","Ergonomia e Interface","",2080
"MDI1209","Elementos de Marketing","",2080
"MDI1108","História do Design","",2080
"EC1108","Computação","COMP",233
"MT1106","Seminário I","",2200
"MT1205","Seminário II","SEMII",2200
"EQ443","Ambiente A-I","",331
"EQ444","Ambiente A-II","AMBA2",331
"EQ529","Ambiente B-I","",331
"EQ530","Ambiente B-II","",331
"EIC4218","Arquitecturas de Redes e Serviços","ARS",275
"DEMET6000","Tese de Doutoramento","",3012
"MEB100","Anátomo-Fisiologia e Tecnologia Geral","AFTGI",1500
"MMSEG1103","Segurança Estrutural em Geotecnia","SEG",2020
"MMSEG1206","Aterros para Obras Viárias","AOV",2020
"MMSEG1300","Projecto Assistido por Ensaios II","PAEII",2020
"MMSEG1305","Estruturas de Suporte de Escavações","ESE",2020
"EC5281","Patologia dos Materiais","PM",233
"EC5152","Acústica Ambiental e de Edifícios","AAE",233
"EC5246","Complementos de Estradas e Aeródromos","CEA",233
"EMG3102","Mecânica dos Solos e Reconhecimento Geotécnico","MSRG",649
"EMG3205","Tecnologia de Tratamento de Matérias-Primas e Resíduos II","TTMPR2",649
"MVC1100","Geotecnia","GEOT",2030
"MVC1201","Avaliação de Impacte Ambiental","AIAMB",2030
"EM1550","Métodos Computacionais em Fluidos e Calor","MCFC",304
"MEA411","Limpeza e Regeneração de Solos","LRS",1100
"MEA305","Equipamentos Hidrodinâmico e Eléctrico","EHE",1100
"MEAM1201","Complementos de Estatística Aplicada","",2055
"MEST302","Aplicações de Engenharia Sísmica","AES",500
"MEST211","Estruturas de Suporte de Terras e Fundações","ESTF",500
"MEST213","Tecnologias e Processos de Contrução","TPC",
"MEB103","Ética e Legislação","ELEG",1500
"MEB104","Planificação de Experiências e Análise e Validação de Dados","PEAD",1500
"MEB204","Biologia Molecular e Celular","BMC",1500
"MMCCE1211","Algoritmos e Aplicações de Investigação Operacional","",2025
"MMCCE1101","Análise Numérica em Equações Diferenciais","ANED",2025
"MMCCE1200","Mét.Comp.Transf. Calor e Mecânica dos Fluidos","MCTCMF",2025
"MMCCE1103","Macrofísica Aplicada","MA",2025
"MMCCE1209","Técnicas de Simulação Aleatória","TSA",2025
"MEMT120","Microscopia Electrónica de Varrimento e Microanálise","MEVM",700
"MEMT132","Espectroscopias do Visivel, do Infra-Vermelho e Raman","EVIR",700
"EC643","Projecto em Engenharia Civil","",233
"MPPAU1115","Desenho Urbano","DESURB",1000
"MPPAU2217","Mobilidade e Transportes","MTRANS",1000
"MPPAU2219","Seminário/Projecto II(Especialização em Planeamento)","S/PII",1000
"MMCCE1220","Turbulência","",2025
"MPFCA100","Sistema e Segurança no Automóvel","SSA",5500
"MPFCA101","Qualidade e Logística Automóvel","QLA",5500
"MPFCA102","Prototipagem e Fabrico Rápido","PFR",5500
"MPFCA103","Materiais I","MI",5500
"MPFCA104","Materiais II","MII",5500
"MPFCA105","Tecnologias Não-convencionais I","TNC I",5500
"MPFCA106","Tecnologias Não-convencionais II","TNC II",5500
"MPFCA107","Vibrações e Ruído","VR",5500
"MPFCA108","Sensores e Instrumentação","SI",5500
"MPFCA200","Sistemas de CAE I","SC I",5500
"MPFCA201","Custeio de Peças","CP",5500
"MPFCA202","Seminário/Projecto","S/P",5500
"MPFCA203","Selecção de Materiais","SM",5500
"MPFCA204","Engenharia de Manutenção","EM",5500
"MPFCA205","Sistemas de CAE II","SC II",5500
"MPFCA206","Testes e Métodos de Ensaio","TME",5500
"MPFCA207","Dissertação","TESE",5500
"EC680","Projecto de Engenharia Geotécnica","PEG",233
"EC5200","Projecto em Engenharia Civil","PEC",233
"EC681","Projecto de Acústica","PA",233
"EC682","Projecto de Estruturas","PE",233
"MIASI100","Metodologias de Inteligência Artificial","MIA",180
"MIASI101","Sistemas Baseados em Conhecimento","SBC",180
"MIASI102","Análise de Dados","ANDA",180
"MIASI103","Armazéns de Dados","AD",180
"MIASI104","Bases de Dados e Programação","BDP",180
"MIASI105","Extracção de Conhecimento de Dados I","ECD I",180
"MIASI106","Programação em Lógica","PL",180
"MIASI107","Programação em Lógica com Restrições","PLR",180
"MIASI108","Tecnologias de Distribuição e Integração","TDI",180
"MIASI109","Sistemas Multi-agente","SMA",3013
"MIASI200","Projecto de Tese","PT",180
"MIASI201","Extracção de Conhecimento da Internet","ECI",180
"MIASI202","Extracção de Conhecimento de Dados II","ECD II",180
"MIASI203","Multimédia e Novos Serviços","MNS",180
"MIASI204","Planeamento Estratégico de Sistemas de Informação","PESI",180
"MIASI205","Programação Distribuída e Paralela","PDP",180
"MIASI206","Reconhecimento de Padrões","RP",180
"MIASI207","Robótica Inteligente","RI",180
"MIASI208","Sistemas Adaptativos e Simulação","SAS",180
"EI300","Dissertação","D",2100
"MIASI209","Tecnologias para Negócio Electrónico","TNE",180
"MIASI300","Dissertação","D",180
"MTM120","Média, Interfaces e Semiótica","MIS",1600
"MTM121","Introdução à Investigação","II",1600
"MTM122","Educação Aberta e à Distância","EAD",1600
"MTM123","Televisão Digital","TD",1600
"MTM124","Tecnologias da Interacção","TI",1600
"MTM125","Modelação 3D e Animação","M3DA",1600
"MTM126","Tecnologias Web","TW",1600
"MTM127","Estruturas Narrativas","EN",1600
"MTM128","Projecto Multimédia I","PMI",1600
"MTM129","Projecto Multimédia II","PMII",1600
"EEC5022","Projecto Final sobre Produção Distribuída de Electricidade","PFPDE",255
"MIETE100","Avaliação e Comercialização de Tecnologia","ACT",199
"MIETE101","Empreendedorismo Tecnológico","ET",199
"MIETE102","Implementação de Estratégias de Comercialização de Tecnologia","IECT",199
"MIETE103","Projecto Tecnológico a Desenvolver em Laboratório","PTDL",199
"MIETE104","Dissertação","D",199
"5023","Projecto de Estágio","PE",255
"EC5297","Geotecnia em Obras Hidráulicas","GOH",233
"EEC2207","Projecto de Estágio","PE",255
"EIC1110","Introdução às Bases de Dados","IBD",275
"EGA1101","Análise Matemática I","AMI",1218
"EGA1102","Quimica Ambiental I","QAI",1218
"EGA1103","Geologia Ambiental","GA",1218
"EGA1104","Introdução à Engenharia do Ambiente","IEA",1218
"EGA1105","Laboratórios de Informática","LI",1218
"EGA1201","Análise Matemática II","AMII",1218
"EGA1202","Quimica Ambiental II","QAII",1218
"EGA1203","Microbiologia Ambiental","MA",1218
"EGA1204","Algebra","A",1218
"EGA1205","Laboratórios de Ciências do Ambiente I","LCAI",1218
"EQ531","Estratégia de Processos Quimicos","",331
"EGA2102","Métodos Numéricos","MN",1218
"EGA2101","Caracterização de Efluentes e Resíduos","CER",1218
"EGA2103","Termodinâmica","T",1218
"EGA2104","Física I","FI",1218
"EGA2105","Laboratórios de Ciências do Ambiente II","LCAII",1218
"EGA2201","Métodos Estatísticos","ME",1218
"EGA2202","Mecânica de Fluídos I","MFI",1218
"EGA2203","Física II","FII",1218
"EGA2204","Topografia, Cartografia e Sistemas de Informação Geográfica","TCSIG",1218
"EGA2205","Laboratórios de Ciências do Ambiente III","LCAIII",1218
"EGA3101","Métodos de Decisão","MD",1218
"EGA3102","Ecologia e Ecotoxicologia Geral","EEG",1218
"EGA3103","Transferência de Calor e Massa","TCM",1218
"EGA3104","Mecânica de Fluídos II","MFII",1218
"EGA3105","Laboratórios de Engenharia do Ambiente I","LEAI",1218
"EGA3201","Ferramentas de Decisão Ambiental","FDA",1218
